ClusterID;ClusterName;Cores;Speed;Memory;numberOfHosts;memoryCapacityPerHost;coreCountPerHost
A0;A0;0;0.36;0;1;1;2
A1;A1;0;0.36;0;1;1;2
A2;A2;0;0.36;0;1;1;2
A3;A3;0;0.36;0;1;1;2
A4;A4;0;0.36;0;1;1;2
A5;A5;0;0.36;0;1;1;2
A6;A6;0;0.36;0;1;1;2
A7;A7;0;0.36;0;1;1;2
A8;A8;0;0.36;0;1;1;2
A9;A9;0;0.36;0;1;1;2
