ClusterID;ClusterName;Cores;Speed;Memory;numberOfHosts;memoryCapacityPerHost;coreCountPerHost
A0;A0;0;2.8;0;2;537;32
A0;A0;0;2.88;0;1;537;16
A0;A0;0;2.66;0;38;537;8
A1;A1;0;2.8;0;2;537;32
A1;A1;0;2.88;0;1;537;16
A1;A1;0;2.66;0;38;537;8
A2;A2;0;2.8;0;2;537;32
A2;A2;0;2.88;0;1;537;16
A2;A2;0;2.66;0;38;537;8
A3;A3;0;2.8;0;2;537;32
A3;A3;0;2.88;0;1;537;16
A3;A3;0;2.66;0;38;537;8
A4;A4;0;2.8;0;2;537;32
A4;A4;0;2.88;0;1;537;16
A4;A4;0;2.66;0;38;537;8
